"id","is_oreb","team","opponent","conference","opp_conference"
"55-12",0,"Jackson St.","Mississippi St.","SWAC","SEC"
"55-16",0,"Jackson St.","Mississippi St.","SWAC","SEC"
"55-17",1,"Mississippi St.","Jackson St.","SEC","SWAC"
"55-21",0,"Jackson St.","Mississippi St.","SWAC","SEC"
"55-22",0,"Jackson St.","Mississippi St.","SWAC","SEC"
"55-23",1,"Jackson St.","Mississippi St.","SWAC","SEC"
"55-27",0,"Mississippi St.","Jackson St.","SEC","SWAC"
"55-28",0,"Mississippi St.","Jackson St.","SEC","SWAC"
"55-29",1,"Jackson St.","Mississippi St.","SWAC","SEC"
"55-30",0,"Jackson St.","Mississippi St.","SWAC","SEC"
"55-31",1,"Jackson St.","Mississippi St.","SWAC","SEC"
"55-32",0,"Mississippi St.","Jackson St.","SEC","SWAC"
"55-33",1,"Jackson St.","Mississippi St.","SWAC","SEC"
"55-35",0,"Jackson St.","Mississippi St.","SWAC","SEC"
"55-36",1,"Jackson St.","Mississippi St.","SWAC","SEC"
"55-38",1,"Mississippi St.","Jackson St.","SEC","SWAC"
"55-41",0,"Mississippi St.","Jackson St.","SEC","SWAC"
"55-42",1,"Mississippi St.","Jackson St.","SEC","SWAC"
"55-43",1,"Mississippi St.","Jackson St.","SEC","SWAC"
"55-44",0,"Jackson St.","Mississippi St.","SWAC","SEC"
"55-46",0,"Jackson St.","Mississippi St.","SWAC","SEC"
"56-1",0,"UCLA","Maryland","PAC 12","BigTen"
"56-2",0,"UCLA","Maryland","PAC 12","BigTen"
"56-3",0,"Maryland","UCLA","BigTen","PAC 12"
"56-5",0,"UCLA","Maryland","PAC 12","BigTen"
"56-9",0,"Maryland","UCLA","BigTen","PAC 12"
"56-10",0,"Maryland","UCLA","BigTen","PAC 12"
"56-11",0,"Maryland","UCLA","BigTen","PAC 12"
"56-12",0,"UCLA","Maryland","PAC 12","BigTen"
"56-13",1,"Maryland","UCLA","BigTen","PAC 12"
"56-14",0,"UCLA","Maryland","PAC 12","BigTen"
"56-15",0,"Maryland","UCLA","BigTen","PAC 12"
"56-16",0,"UCLA","Maryland","PAC 12","BigTen"
"56-17",0,"Maryland","UCLA","BigTen","PAC 12"
"56-20",0,"UCLA","Maryland","PAC 12","BigTen"
"56-21",0,"Maryland","UCLA","BigTen","PAC 12"
"56-22",0,"Maryland","UCLA","BigTen","PAC 12"
"56-23",0,"UCLA","Maryland","PAC 12","BigTen"
"56-24",0,"Maryland","UCLA","BigTen","PAC 12"
"56-25",1,"UCLA","Maryland","PAC 12","BigTen"
"56-26",0,"Maryland","UCLA","BigTen","PAC 12"
"56-28",0,"Maryland","UCLA","BigTen","PAC 12"
"56-29",0,"UCLA","Maryland","PAC 12","BigTen"
"56-30",0,"Maryland","UCLA","BigTen","PAC 12"
"56-32",0,"Maryland","UCLA","BigTen","PAC 12"
"56-34",0,"Maryland","UCLA","BigTen","PAC 12"
"56-35",0,"UCLA","Maryland","PAC 12","BigTen"
"56-36",1,"Maryland","UCLA","BigTen","PAC 12"
"56-40",0,"UCLA","Maryland","PAC 12","BigTen"
"56-41",0,"UCLA","Maryland","PAC 12","BigTen"
"56-42",1,"Maryland","UCLA","BigTen","PAC 12"
"56-43",0,"UCLA","Maryland","PAC 12","BigTen"
"56-45",0,"Maryland","UCLA","BigTen","PAC 12"
"56-46",0,"UCLA","Maryland","PAC 12","BigTen"
"56-47",1,"Maryland","UCLA","BigTen","PAC 12"
"56-48",0,"Maryland","UCLA","BigTen","PAC 12"
"56-49",0,"Maryland","UCLA","BigTen","PAC 12"
"56-51",0,"UCLA","Maryland","PAC 12","BigTen"
"56-52",0,"UCLA","Maryland","PAC 12","BigTen"
"56-53",0,"UCLA","Maryland","PAC 12","BigTen"
"56-55",1,"Maryland","UCLA","BigTen","PAC 12"
"57-1",0,"Marquette","Creighton","BigEast","BigEast"
"57-2",0,"Creighton","Marquette","BigEast","BigEast"
"57-3",0,"Marquette","Creighton","BigEast","BigEast"
"57-4",0,"Creighton","Marquette","BigEast","BigEast"
"57-6",0,"Marquette","Creighton","BigEast","BigEast"
"57-7",0,"Marquette","Creighton","BigEast","BigEast"
"57-8",0,"Creighton","Marquette","BigEast","BigEast"
"57-9",0,"Marquette","Creighton","BigEast","BigEast"
"57-10",0,"Marquette","Creighton","BigEast","BigEast"
"57-11",0,"Marquette","Creighton","BigEast","BigEast"
"57-12",0,"Creighton","Marquette","BigEast","BigEast"
"57-13",0,"Marquette","Creighton","BigEast","BigEast"
"57-14",0,"Marquette","Creighton","BigEast","BigEast"
"57-16",0,"Creighton","Marquette","BigEast","BigEast"
"57-19",1,"Creighton","Marquette","BigEast","BigEast"
"57-20",0,"Marquette","Creighton","BigEast","BigEast"
"57-21",0,"Creighton","Marquette","BigEast","BigEast"
"57-22",0,"Creighton","Marquette","BigEast","BigEast"
"57-24",0,"Creighton","Marquette","BigEast","BigEast"
"57-25",0,"Marquette","Creighton","BigEast","BigEast"
"57-27",0,"Creighton","Marquette","BigEast","BigEast"
"57-28",0,"Marquette","Creighton","BigEast","BigEast"
"57-29",1,"Creighton","Marquette","BigEast","BigEast"
"57-31",0,"Creighton","Marquette","BigEast","BigEast"
"57-32",0,"Creighton","Marquette","BigEast","BigEast"
"57-33",1,"Marquette","Creighton","BigEast","BigEast"
"57-35",0,"Marquette","Creighton","BigEast","BigEast"
"57-36",0,"Marquette","Creighton","BigEast","BigEast"
"57-37",0,"Creighton","Marquette","BigEast","BigEast"
"57-38",0,"Marquette","Creighton","BigEast","BigEast"
"57-39",1,"Creighton","Marquette","BigEast","BigEast"
"57-40",0,"Creighton","Marquette","BigEast","BigEast"
"57-42",0,"Creighton","Marquette","BigEast","BigEast"
"57-43",0,"Marquette","Creighton","BigEast","BigEast"
"57-44",0,"Marquette","Creighton","BigEast","BigEast"
"57-45",0,"Creighton","Marquette","BigEast","BigEast"
"57-48",0,"Creighton","Marquette","BigEast","BigEast"
"57-49",0,"Creighton","Marquette","BigEast","BigEast"
"57-52",0,"Marquette","Creighton","BigEast","BigEast"
"57-54",0,"Marquette","Creighton","BigEast","BigEast"
"57-55",0,"Creighton","Marquette","BigEast","BigEast"
"57-56",0,"Marquette","Creighton","BigEast","BigEast"
"58-1",1,"Alabama","Gonzaga","SEC","WestCoast"
"58-4",0,"Alabama","Gonzaga","SEC","WestCoast"
"58-5",0,"Gonzaga","Alabama","WestCoast","SEC"
"58-7",0,"Gonzaga","Alabama","WestCoast","SEC"
"58-8",1,"Alabama","Gonzaga","SEC","WestCoast"
"58-9",0,"Gonzaga","Alabama","WestCoast","SEC"
"58-11",0,"Gonzaga","Alabama","WestCoast","SEC"
"58-12",0,"Gonzaga","Alabama","WestCoast","SEC"
"58-14",0,"Gonzaga","Alabama","WestCoast","SEC"
"58-16",0,"Alabama","Gonzaga","SEC","WestCoast"
"58-18",0,"Gonzaga","Alabama","WestCoast","SEC"
"58-19",1,"Gonzaga","Alabama","WestCoast","SEC"
"58-21",0,"Alabama","Gonzaga","SEC","WestCoast"
"58-24",1,"Gonzaga","Alabama","WestCoast","SEC"
"58-25",0,"Gonzaga","Alabama","WestCoast","SEC"
"58-26",0,"Gonzaga","Alabama","WestCoast","SEC"
"58-27",0,"Alabama","Gonzaga","SEC","WestCoast"
"58-29",0,"Gonzaga","Alabama","WestCoast","SEC"
"58-30",0,"Gonzaga","Alabama","WestCoast","SEC"
"58-34",0,"Gonzaga","Alabama","WestCoast","SEC"
"58-37",1,"Alabama","Gonzaga","SEC","WestCoast"
"58-38",0,"Alabama","Gonzaga","SEC","WestCoast"
"58-39",0,"Alabama","Gonzaga","SEC","WestCoast"
"58-40",0,"Gonzaga","Alabama","WestCoast","SEC"
"58-41",0,"Alabama","Gonzaga","SEC","WestCoast"
"58-42",1,"Alabama","Gonzaga","SEC","WestCoast"
"58-43",0,"Alabama","Gonzaga","SEC","WestCoast"
"58-44",0,"Gonzaga","Alabama","WestCoast","SEC"
"58-45",0,"Alabama","Gonzaga","SEC","WestCoast"
"58-46",0,"Alabama","Gonzaga","SEC","WestCoast"
"58-47",0,"Alabama","Gonzaga","SEC","WestCoast"
"58-49",0,"Gonzaga","Alabama","WestCoast","SEC"
"58-50",1,"Gonzaga","Alabama","WestCoast","SEC"
"59-1",1,"Arizona","Tennessee","PAC 12","SEC"
"59-2",1,"Arizona","Tennessee","PAC 12","SEC"
"59-4",1,"Arizona","Tennessee","PAC 12","SEC"
"59-5",0,"Arizona","Tennessee","PAC 12","SEC"
"59-6",1,"Tennessee","Arizona","SEC","PAC 12"
"59-7",0,"Tennessee","Arizona","SEC","PAC 12"
"59-9",1,"Arizona","Tennessee","PAC 12","SEC"
"59-10",0,"Arizona","Tennessee","PAC 12","SEC"
"59-13",0,"Tennessee","Arizona","SEC","PAC 12"
"59-15",0,"Arizona","Tennessee","PAC 12","SEC"
"59-16",0,"Arizona","Tennessee","PAC 12","SEC"
"59-17",0,"Arizona","Tennessee","PAC 12","SEC"
"59-18",1,"Tennessee","Arizona","SEC","PAC 12"
"59-19",1,"Tennessee","Arizona","SEC","PAC 12"
"59-20",0,"Tennessee","Arizona","SEC","PAC 12"
"59-21",0,"Arizona","Tennessee","PAC 12","SEC"
"59-22",0,"Tennessee","Arizona","SEC","PAC 12"
"59-24",0,"Tennessee","Arizona","SEC","PAC 12"
"59-25",0,"Tennessee","Arizona","SEC","PAC 12"
"59-27",0,"Arizona","Tennessee","PAC 12","SEC"
"59-28",0,"Tennessee","Arizona","SEC","PAC 12"
"59-29",0,"Arizona","Tennessee","PAC 12","SEC"
"59-30",0,"Tennessee","Arizona","SEC","PAC 12"
"59-31",0,"Tennessee","Arizona","SEC","PAC 12"
"59-34",0,"Tennessee","Arizona","SEC","PAC 12"
"59-36",1,"Arizona","Tennessee","PAC 12","SEC"
"59-38",0,"Tennessee","Arizona","SEC","PAC 12"
"59-39",1,"Arizona","Tennessee","PAC 12","SEC"
"59-40",1,"Arizona","Tennessee","PAC 12","SEC"
"59-43",0,"Arizona","Tennessee","PAC 12","SEC"
"59-44",1,"Arizona","Tennessee","PAC 12","SEC"
"59-45",0,"Tennessee","Arizona","SEC","PAC 12"
"59-46",0,"Arizona","Tennessee","PAC 12","SEC"
"59-47",0,"Arizona","Tennessee","PAC 12","SEC"
"59-48",0,"Tennessee","Arizona","SEC","PAC 12"
"59-49",0,"Arizona","Tennessee","PAC 12","SEC"
"59-50",1,"Tennessee","Arizona","SEC","PAC 12"
"59-52",0,"Arizona","Tennessee","PAC 12","SEC"
"59-53",0,"Arizona","Tennessee","PAC 12","SEC"
"59-54",1,"Tennessee","Arizona","SEC","PAC 12"
"59-56",0,"Tennessee","Arizona","SEC","PAC 12"
"59-58",0,"Tennessee","Arizona","SEC","PAC 12"
"60-1",0,"Houston","Virginia","American Athletic Conference","ACC"
"60-2",0,"Houston","Virginia","American Athletic Conference","ACC"
"60-3",0,"Houston","Virginia","American Athletic Conference","ACC"
"60-8",0,"Virginia","Houston","ACC","American Athletic Conference"
"60-9",0,"Houston","Virginia","American Athletic Conference","ACC"
"60-11",0,"Virginia","Houston","ACC","American Athletic Conference"
"60-12",0,"Houston","Virginia","American Athletic Conference","ACC"
"60-13",0,"Virginia","Houston","ACC","American Athletic Conference"
"60-14",0,"Virginia","Houston","ACC","American Athletic Conference"
"60-15",0,"Virginia","Houston","ACC","American Athletic Conference"
"60-16",1,"Virginia","Houston","ACC","American Athletic Conference"
"60-17",0,"Houston","Virginia","American Athletic Conference","ACC"
"60-19",0,"Virginia","Houston","ACC","American Athletic Conference"
"60-20",0,"Virginia","Houston","ACC","American Athletic Conference"
"60-21",1,"Houston","Virginia","American Athletic Conference","ACC"
"60-22",1,"Virginia","Houston","ACC","American Athletic Conference"
"60-24",0,"Virginia","Houston","ACC","American Athletic Conference"
"60-25",0,"Houston","Virginia","American Athletic Conference","ACC"
"60-28",0,"Virginia","Houston","ACC","American Athletic Conference"
"60-29",0,"Virginia","Houston","ACC","American Athletic Conference"
"60-30",0,"Virginia","Houston","ACC","American Athletic Conference"
"60-32",1,"Houston","Virginia","American Athletic Conference","ACC"
"60-33",0,"Virginia","Houston","ACC","American Athletic Conference"
"60-35",0,"Houston","Virginia","American Athletic Conference","ACC"
"60-37",0,"Houston","Virginia","American Athletic Conference","ACC"
"60-41",1,"Virginia","Houston","ACC","American Athletic Conference"
"60-44",0,"Virginia","Houston","ACC","American Athletic Conference"
"60-45",1,"Virginia","Houston","ACC","American Athletic Conference"
"60-46",0,"Virginia","Houston","ACC","American Athletic Conference"
"61-1",0,"Kentucky","UCLA","SEC","PAC 12"
"61-2",1,"UCLA","Kentucky","PAC 12","SEC"
"61-4",0,"Kentucky","UCLA","SEC","PAC 12"
"61-5",1,"UCLA","Kentucky","PAC 12","SEC"
"61-6",1,"Kentucky","UCLA","SEC","PAC 12"
"61-7",0,"Kentucky","UCLA","SEC","PAC 12"
"61-8",1,"UCLA","Kentucky","PAC 12","SEC"
"61-9",1,"UCLA","Kentucky","PAC 12","SEC"
"61-10",1,"Kentucky","UCLA","SEC","PAC 12"
"61-11",1,"UCLA","Kentucky","PAC 12","SEC"
"61-12",0,"Kentucky","UCLA","SEC","PAC 12"
"61-14",0,"UCLA","Kentucky","PAC 12","SEC"
"61-15",0,"UCLA","Kentucky","PAC 12","SEC"
"61-16",0,"UCLA","Kentucky","PAC 12","SEC"
"61-17",0,"Kentucky","UCLA","SEC","PAC 12"
"61-18",0,"Kentucky","UCLA","SEC","PAC 12"
"61-19",1,"Kentucky","UCLA","SEC","PAC 12"
"61-20",1,"Kentucky","UCLA","SEC","PAC 12"
"61-21",0,"Kentucky","UCLA","SEC","PAC 12"
"61-23",0,"Kentucky","UCLA","SEC","PAC 12"
"61-24",0,"UCLA","Kentucky","PAC 12","SEC"
"61-25",1,"Kentucky","UCLA","SEC","PAC 12"
"61-26",0,"UCLA","Kentucky","PAC 12","SEC"
"61-27",1,"Kentucky","UCLA","SEC","PAC 12"
"61-28",1,"Kentucky","UCLA","SEC","PAC 12"
"61-29",0,"UCLA","Kentucky","PAC 12","SEC"
"61-30",0,"UCLA","Kentucky","PAC 12","SEC"
"61-31",0,"UCLA","Kentucky","PAC 12","SEC"
"61-32",0,"Kentucky","UCLA","SEC","PAC 12"
"61-33",1,"Kentucky","UCLA","SEC","PAC 12"
"61-34",0,"Kentucky","UCLA","SEC","PAC 12"
"61-36",0,"UCLA","Kentucky","PAC 12","SEC"
"61-37",0,"UCLA","Kentucky","PAC 12","SEC"
"61-38",0,"Kentucky","UCLA","SEC","PAC 12"
"61-39",1,"UCLA","Kentucky","PAC 12","SEC"
"61-40",1,"Kentucky","UCLA","SEC","PAC 12"
"61-41",1,"Kentucky","UCLA","SEC","PAC 12"
"61-42",0,"Kentucky","UCLA","SEC","PAC 12"
"61-43",1,"Kentucky","UCLA","SEC","PAC 12"
"61-44",0,"Kentucky","UCLA","SEC","PAC 12"
"61-45",0,"UCLA","Kentucky","PAC 12","SEC"
"61-46",1,"Kentucky","UCLA","SEC","PAC 12"
"61-47",0,"Kentucky","UCLA","SEC","PAC 12"
"61-48",0,"Kentucky","UCLA","SEC","PAC 12"
"61-49",1,"UCLA","Kentucky","PAC 12","SEC"
"61-50",1,"UCLA","Kentucky","PAC 12","SEC"
"61-52",1,"Kentucky","UCLA","SEC","PAC 12"
"61-53",0,"Kentucky","UCLA","SEC","PAC 12"
"61-54",0,"UCLA","Kentucky","PAC 12","SEC"
"61-55",0,"Kentucky","UCLA","SEC","PAC 12"
"61-56",0,"UCLA","Kentucky","PAC 12","SEC"
"61-57",1,"Kentucky","UCLA","SEC","PAC 12"
"61-58",1,"Kentucky","UCLA","SEC","PAC 12"
"61-60",0,"UCLA","Kentucky","PAC 12","SEC"
"61-62",1,"Kentucky","UCLA","SEC","PAC 12"
"61-63",1,"Kentucky","UCLA","SEC","PAC 12"
"62-1",0,"San Francisco","UNLV","WestCoast","MWC"
"62-3",0,"San Francisco","UNLV","WestCoast","MWC"
"62-4",0,"UNLV","San Francisco","MWC","WestCoast"
"62-5",1,"San Francisco","UNLV","WestCoast","MWC"
"62-6",1,"UNLV","San Francisco","MWC","WestCoast"
"62-8",0,"San Francisco","UNLV","WestCoast","MWC"
"62-9",1,"San Francisco","UNLV","WestCoast","MWC"
"62-10",0,"San Francisco","UNLV","WestCoast","MWC"
"62-11",1,"San Francisco","UNLV","WestCoast","MWC"
"62-12",0,"UNLV","San Francisco","MWC","WestCoast"
"62-15",1,"San Francisco","UNLV","WestCoast","MWC"
"62-16",1,"San Francisco","UNLV","WestCoast","MWC"
"62-17",0,"San Francisco","UNLV","WestCoast","MWC"
"62-19",0,"San Francisco","UNLV","WestCoast","MWC"
"62-20",0,"UNLV","San Francisco","MWC","WestCoast"
"62-21",1,"UNLV","San Francisco","MWC","WestCoast"
"62-22",1,"San Francisco","UNLV","WestCoast","MWC"
"62-27",1,"San Francisco","UNLV","WestCoast","MWC"
"62-29",1,"San Francisco","UNLV","WestCoast","MWC"
"62-30",0,"San Francisco","UNLV","WestCoast","MWC"
"62-32",0,"UNLV","San Francisco","MWC","WestCoast"
"62-33",1,"UNLV","San Francisco","MWC","WestCoast"
"62-37",1,"San Francisco","UNLV","WestCoast","MWC"
"62-38",0,"San Francisco","UNLV","WestCoast","MWC"
"62-39",0,"UNLV","San Francisco","MWC","WestCoast"
"62-40",1,"San Francisco","UNLV","WestCoast","MWC"
"62-42",1,"UNLV","San Francisco","MWC","WestCoast"
"62-45",0,"San Francisco","UNLV","WestCoast","MWC"
"62-47",0,"San Francisco","UNLV","WestCoast","MWC"
"62-48",0,"UNLV","San Francisco","MWC","WestCoast"
"62-50",0,"San Francisco","UNLV","WestCoast","MWC"
"62-51",1,"San Francisco","UNLV","WestCoast","MWC"
"62-52",0,"San Francisco","UNLV","WestCoast","MWC"
"62-53",0,"San Francisco","UNLV","WestCoast","MWC"
"62-54",1,"UNLV","San Francisco","MWC","WestCoast"
"62-57",0,"UNLV","San Francisco","MWC","WestCoast"
"62-59",0,"UNLV","San Francisco","MWC","WestCoast"
"62-60",0,"UNLV","San Francisco","MWC","WestCoast"
"63-2",0,"Auburn","USC","SEC","PAC 12"
"63-5",0,"USC","Auburn","PAC 12","SEC"
"63-6",0,"USC","Auburn","PAC 12","SEC"
"63-7",1,"USC","Auburn","PAC 12","SEC"
"63-8",1,"Auburn","USC","SEC","PAC 12"
"63-9",0,"USC","Auburn","PAC 12","SEC"
"63-10",0,"Auburn","USC","SEC","PAC 12"
"63-11",0,"USC","Auburn","PAC 12","SEC"
"63-12",0,"Auburn","USC","SEC","PAC 12"
"63-13",0,"Auburn","USC","SEC","PAC 12"
"63-14",1,"USC","Auburn","PAC 12","SEC"
"63-16",0,"USC","Auburn","PAC 12","SEC"
"63-17",0,"Auburn","USC","SEC","PAC 12"
"63-20",0,"USC","Auburn","PAC 12","SEC"
"63-22",0,"Auburn","USC","SEC","PAC 12"
"63-23",1,"USC","Auburn","PAC 12","SEC"
"63-24",1,"Auburn","USC","SEC","PAC 12"
"63-25",0,"USC","Auburn","PAC 12","SEC"
"63-26",1,"Auburn","USC","SEC","PAC 12"
"63-27",1,"USC","Auburn","PAC 12","SEC"
"63-28",0,"USC","Auburn","PAC 12","SEC"
"63-29",0,"Auburn","USC","SEC","PAC 12"
"63-30",0,"Auburn","USC","SEC","PAC 12"
"63-31",0,"USC","Auburn","PAC 12","SEC"
"63-33",0,"USC","Auburn","PAC 12","SEC"
"63-34",1,"USC","Auburn","PAC 12","SEC"
"63-36",0,"USC","Auburn","PAC 12","SEC"
"63-40",1,"USC","Auburn","PAC 12","SEC"
"63-41",1,"USC","Auburn","PAC 12","SEC"
"63-42",0,"USC","Auburn","PAC 12","SEC"
"63-43",0,"Auburn","USC","SEC","PAC 12"
"63-44",1,"Auburn","USC","SEC","PAC 12"
"64-1",0,"Baylor","Washington St.","Big 12","PAC 12"
"64-3",0,"Baylor","Washington St.","Big 12","PAC 12"
"64-6",1,"Washington St.","Baylor","PAC 12","Big 12"
"64-8",1,"Baylor","Washington St.","Big 12","PAC 12"
"64-9",0,"Baylor","Washington St.","Big 12","PAC 12"
"64-11",0,"Baylor","Washington St.","Big 12","PAC 12"
"64-12",0,"Washington St.","Baylor","PAC 12","Big 12"
"64-13",0,"Washington St.","Baylor","PAC 12","Big 12"
"64-14",1,"Washington St.","Baylor","PAC 12","Big 12"
"64-15",0,"Baylor","Washington St.","Big 12","PAC 12"
"64-17",1,"Baylor","Washington St.","Big 12","PAC 12"
"64-19",0,"Washington St.","Baylor","PAC 12","Big 12"
"64-21",0,"Washington St.","Baylor","PAC 12","Big 12"
"64-22",0,"Baylor","Washington St.","Big 12","PAC 12"
"64-23",0,"Washington St.","Baylor","PAC 12","Big 12"
"64-24",1,"Washington St.","Baylor","PAC 12","Big 12"
"64-25",0,"Washington St.","Baylor","PAC 12","Big 12"
"64-26",0,"Baylor","Washington St.","Big 12","PAC 12"
"64-27",1,"Baylor","Washington St.","Big 12","PAC 12"
"64-28",1,"Baylor","Washington St.","Big 12","PAC 12"
"64-29",1,"Washington St.","Baylor","PAC 12","Big 12"
"64-31",0,"Washington St.","Baylor","PAC 12","Big 12"
"64-32",0,"Baylor","Washington St.","Big 12","PAC 12"
"64-33",1,"Baylor","Washington St.","Big 12","PAC 12"
"64-34",0,"Baylor","Washington St.","Big 12","PAC 12"
"64-35",1,"Baylor","Washington St.","Big 12","PAC 12"
"64-36",0,"Baylor","Washington St.","Big 12","PAC 12"
"64-38",1,"Washington St.","Baylor","PAC 12","Big 12"
"64-41",0,"Baylor","Washington St.","Big 12","PAC 12"
"64-44",0,"Baylor","Washington St.","Big 12","PAC 12"
"64-45",1,"Baylor","Washington St.","Big 12","PAC 12"
"64-46",1,"Washington St.","Baylor","PAC 12","Big 12"
"64-47",0,"Washington St.","Baylor","PAC 12","Big 12"
"64-49",0,"Washington St.","Baylor","PAC 12","Big 12"
"64-50",1,"Washington St.","Baylor","PAC 12","Big 12"
"65-1",0,"Alabama","Jackson St.","SEC","SWAC"
"65-3",0,"Jackson St.","Alabama","SWAC","SEC"
"65-4",1,"Alabama","Jackson St.","SEC","SWAC"
"65-5",0,"Jackson St.","Alabama","SWAC","SEC"
"65-6",1,"Alabama","Jackson St.","SEC","SWAC"
"65-7",0,"Alabama","Jackson St.","SEC","SWAC"
"65-8",0,"Jackson St.","Alabama","SWAC","SEC"
"65-9",0,"Alabama","Jackson St.","SEC","SWAC"
"65-10",0,"Jackson St.","Alabama","SWAC","SEC"
"65-11",0,"Jackson St.","Alabama","SWAC","SEC"
"65-13",0,"Alabama","Jackson St.","SEC","SWAC"
"65-14",0,"Jackson St.","Alabama","SWAC","SEC"
"65-16",1,"Alabama","Jackson St.","SEC","SWAC"
"65-17",0,"Jackson St.","Alabama","SWAC","SEC"
"65-20",0,"Jackson St.","Alabama","SWAC","SEC"
"65-21",1,"Alabama","Jackson St.","SEC","SWAC"
"65-24",0,"Jackson St.","Alabama","SWAC","SEC"
"65-25",1,"Alabama","Jackson St.","SEC","SWAC"
"65-28",0,"Jackson St.","Alabama","SWAC","SEC"
"65-29",0,"Jackson St.","Alabama","SWAC","SEC"
"65-30",0,"Alabama","Jackson St.","SEC","SWAC"
"65-32",0,"Jackson St.","Alabama","SWAC","SEC"
"65-33",0,"Alabama","Jackson St.","SEC","SWAC"
"65-35",0,"Jackson St.","Alabama","SWAC","SEC"
"65-36",0,"Alabama","Jackson St.","SEC","SWAC"
"65-37",1,"Jackson St.","Alabama","SWAC","SEC"
"65-38",0,"Jackson St.","Alabama","SWAC","SEC"
"65-39",0,"Jackson St.","Alabama","SWAC","SEC"
"65-40",0,"Alabama","Jackson St.","SEC","SWAC"
"65-42",1,"Jackson St.","Alabama","SWAC","SEC"
"65-45",0,"Jackson St.","Alabama","SWAC","SEC"
"65-46",0,"Jackson St.","Alabama","SWAC","SEC"
"65-47",1,"Jackson St.","Alabama","SWAC","SEC"
"65-48",1,"Alabama","Jackson St.","SEC","SWAC"
"65-49",0,"Alabama","Jackson St.","SEC","SWAC"
"65-50",0,"Jackson St.","Alabama","SWAC","SEC"
"65-51",1,"Alabama","Jackson St.","SEC","SWAC"
"65-52",1,"Alabama","Jackson St.","SEC","SWAC"
"65-53",1,"Jackson St.","Alabama","SWAC","SEC"
"65-54",0,"Alabama","Jackson St.","SEC","SWAC"
"65-56",0,"Jackson St.","Alabama","SWAC","SEC"
"65-57",0,"Jackson St.","Alabama","SWAC","SEC"
"65-61",0,"Jackson St.","Alabama","SWAC","SEC"
"65-63",1,"Alabama","Jackson St.","SEC","SWAC"
"65-64",0,"Jackson St.","Alabama","SWAC","SEC"
"65-66",0,"Alabama","Jackson St.","SEC","SWAC"
"65-67",1,"Alabama","Jackson St.","SEC","SWAC"
"66-1",1,"Lindenwood","BYU","OVC","WestCoast"
"66-2",1,"Lindenwood","BYU","OVC","WestCoast"
"66-3",0,"Lindenwood","BYU","OVC","WestCoast"
"66-4",0,"BYU","Lindenwood","WestCoast","OVC"
"66-6",0,"Lindenwood","BYU","OVC","WestCoast"
"66-8",0,"Lindenwood","BYU","OVC","WestCoast"
